"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"72099","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",3.94,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72099","5","62","74","0","2020","A","",69,666,14623193,2780263,88246,422,21968,"",1.05,1.09,1.62,1.18,1.28,1.48,1.48,"",2,3.0,-16,-2.3,138197,1.0,115386,4.3,-13310,-13.1,14,3.4,737,3.5
"72101","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",8.49,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72101","5","62","74","0","2020","A","N",31,0,0,0,0,0,0,"N",1.02,0,0,0,0,0,0,"N",3,10.7,0,0,0,0,0,0,0,0,0,0,0,0
"72103","5","62","74","0","2020","A","",19,80,1756388,519708,14981,421,21909,"",0.68,0.26,0.32,0.41,0.44,1.20,1.20,"",1,5.6,-14,-14.9,-32536,-1.8,-194277,-27.2,-4813,-24.3,53,14.4,2793,14.6
"72105","5","62","74","0","2020","A","N",42,0,0,0,0,0,0,"N",0.83,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72107","5","62","74","0","2020","A","N",26,0,0,0,0,0,0,"N",0.76,0,0,0,0,0,0,"N",2,8.3,0,0,0,0,0,0,0,0,0,0,0,0
"72109","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",14.79,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"72109","5","62","74","0","2020","A","",12,237,10426767,684334,15793,846,44010,"",0.69,1.20,2.47,1.36,1.37,2.05,2.05,"",-3,-20.0,-46,-16.3,-265018,-2.5,-73976,-9.8,-3370,-17.6,118,16.2,6174,16.3
"72111","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",9.36,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"72111","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",8.76,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72111","5","62","74","0","2020","A","N",22,0,0,0,0,0,0,"N",0.80,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72113","1","62","74","0","2020","A","",1,157,14334437,0,0,1761,91594,"",3.97,1.23,3.28,0.00,0.00,2.67,2.67,"",0,0.0,1,0.6,740264,5.4,0,0.0,0,0.0,82,4.9,4265,4.9
"72113","2","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",1.43,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72113","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72113","5","62","74","0","2020","A","",502,5830,168428695,34543750,776231,556,28889,"",1.39,0.97,1.28,1.57,1.69,1.33,1.33,"",-14,-2.7,-292,-4.8,589527,0.4,-1676870,-4.6,-60773,-7.3,29,5.5,1475,5.4
"72115","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",6.87,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"72115","5","62","74","0","2020","A","",31,190,2896857,1141037,37225,293,15227,"",0.82,0.65,0.59,1.09,1.56,0.91,0.90,"",0,0.0,12,6.7,16472,0.6,123053,12.1,-832,-2.2,-17,-5.5,-917,-5.7
"72117","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",8.13,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72117","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",7.62,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72117","5","62","74","0","2020","A","",10,32,555060,228832,7187,337,17528,"",0.31,0.13,0.13,0.22,0.26,0.98,0.98,"",-3,-23.1,-6,-15.8,-153626,-21.7,-68390,-23.0,-140,-1.9,-22,-6.1,-1122,-6.0
"72119","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",4.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72119","5","62","74","0","2020","A","N",62,0,0,0,0,0,0,"N",1.10,0,0,0,0,0,0,"N",2,3.3,0,0,0,0,0,0,0,0,0,0,0,0
"72121","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",7.92,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"72121","5","62","74","0","2020","A","",40,169,3418111,1221594,33755,390,20265,"",1.23,0.38,0.45,0.68,0.67,1.20,1.20,"",-1,-2.4,-12,-6.6,70011,2.1,-112584,-8.4,-8211,-19.6,35,9.9,1810,9.8
"72123","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",7.54,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72123","5","62","74","0","2020","A","N",33,0,0,0,0,0,0,"N",0.96,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72125","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",4.18,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"72125","5","62","74","0","2020","A","N",117,0,0,0,0,0,0,"N",1.89,0,0,0,0,0,0,"N",1,0.9,0,0,0,0,0,0,0,0,0,0,0,0
"72127","1","62","74","0","2020","A","",2,3803,310013694,0,0,1567,81509,"",1.57,5.67,9.47,0.00,0.00,1.67,1.67,"",0,0.0,156,4.3,28857015,10.3,0,0.0,0,0.0,84,5.7,4413,5.7
"72127","2","62","74","0","2020","A","",11,1640,52447017,656311,9524,615,31985,"",1.56,1.55,1.37,1.03,4.97,0.88,0.88,"",0,0.0,-66,-3.9,-67098,-0.1,-1162312,-63.9,-16141,-62.9,23,3.9,1200,3.9
"72127","5","62","74","0","2020","A","",1478,17804,547113671,105249241,2336962,591,30731,"",0.81,0.56,0.56,0.80,0.85,0.99,0.99,"",-32,-2.1,-1431,-7.4,-32407138,-5.6,-8066728,-7.1,-661346,-22.1,12,2.1,603,2.0
"72129","5","62","74","0","2020","A","",41,285,6872808,1786087,44646,464,24150,"",0.90,0.59,0.76,0.92,1.03,1.28,1.29,"",4,10.8,11,4.0,234850,3.5,-204779,-10.3,426,1.0,-2,-0.4,-106,-0.4
"72131","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",2.77,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72131","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",2.59,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72131","5","62","74","0","2020","A","",78,449,7778551,2822912,84323,333,17337,"",0.83,0.67,0.72,1.04,1.38,1.08,1.08,"",-1,-1.3,-34,-7.0,-1118274,-12.6,-184115,-6.1,-7074,-7.7,-21,-5.9,-1092,-5.9
"72133","5","62","74","0","2020","A","N",21,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72135","5","62","74","0","2020","A","",54,358,8582665,2212720,66265,462,24007,"",0.86,0.71,0.90,1.05,1.32,1.27,1.27,"",-3,-5.3,31,9.5,1054979,14.0,167822,8.2,425,0.6,19,4.3,987,4.3
"72137","5","62","74","0","2020","A","",71,498,9758605,3921906,102519,377,19599,"",0.62,0.29,0.26,0.47,0.58,0.91,0.91,"",1,1.4,-37,-6.9,-386317,-3.8,-181640,-4.4,-19593,-16.0,12,3.3,631,3.3
"72139","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",2.77,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"72139","5","62","74","0","2020","A","",85,3319,52937298,9255991,166313,307,15950,"",0.91,2.37,2.27,1.83,1.63,0.96,0.96,"",-1,-1.2,-191,-5.4,98917,0.2,-1303030,-12.3,-33807,-16.9,17,5.9,895,5.9
"72141","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",5.91,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72141","5","62","74","0","2020","A","N",33,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,"N",-2,-5.7,0,0,0,0,0,0,0,0,0,0,0,0
"72143","5","62","74","0","2020","A","",64,525,12167275,3952607,112542,446,23194,"",1.19,0.88,0.96,1.50,1.88,1.08,1.08,"",0,0.0,-29,-5.2,390131,3.3,-185883,-4.5,-5620,-4.8,37,9.0,1945,9.2
"72145","5","62","74","0","2020","A","",85,1003,26274642,7169257,190376,504,26190,"",1.10,0.95,1.07,1.53,1.95,1.13,1.13,"",-3,-3.4,50,5.2,2001806,8.2,-51060,-0.7,-11186,-5.5,14,2.9,709,2.8
"72147","5","62","74","0","2020","A","N",5,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,"N",-1,-16.7,0,0,0,0,0,0,0,0,0,0,0,0
"72149","5","62","74","0","2020","A","N",28,0,0,0,0,0,0,"N",1.17,0,0,0,0,0,0,"N",-1,-3.4,0,0,0,0,0,0,0,0,0,0,0,0
"72151","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",7.61,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72151","5","62","74","0","2020","A","N",34,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72153","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",3.78,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"72153","5","62","74","0","2020","A","N",77,0,0,0,0,0,0,"N",1.12,0,0,0,0,0,0,"N",-1,-1.3,0,0,0,0,0,0,0,0,0,0,0,0
"72999","5","62","74","0","2020","A","",8,124,3214679,114092,3790,498,25890,"",0.23,0.45,0.26,0.09,0.14,0.58,0.58,"",1,14.3,110,785.7,2601354,424.1,58841,106.5,2094,123.5,-350,-41.3,-18181,-41.3
"78000","1","62","54","0","2020","A","",3,12,1054973,0,0,1702,88529,"",7.34,0.11,0.13,0.00,0.00,1.21,1.22,"",0,0.0,2,20.0,282652,36.6,0,0.0,0,0.0,265,18.4,13788,18.4
"78000","2","62","54","0","2020","A","N",2,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"78000","5","62","54","0","2020","A","",246,1607,69728334,40873511,968263,834,43381,"",0.42,0.31,0.30,0.54,0.65,0.94,0.94,"",6,2.5,46,2.9,7749133,12.5,4944464,13.8,122741,14.5,70,9.2,3678,9.3
"78010","1","62","74","0","2020","A","",2,7,674144,0,0,1969,102402,"",12.91,0.14,0.16,0.00,0.00,1.21,1.21,"",0,0.0,1,16.7,226296,50.5,0,0.0,0,0.0,449,29.5,23370,29.6
"78010","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",1.16,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"78010","5","62","74","0","2020","A","",102,795,32666507,20794135,481497,790,41090,"",0.46,0.33,0.25,0.51,0.61,0.77,0.77,"N",3,3.0,0,0,0,0,0,0,0,0,0,0,0,0
"78020","5","62","74","0","2020","A","",11,20,642082,311476,7209,628,32648,"",0.22,0.10,0.09,0.08,0.09,0.96,0.96,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"78030","1","62","74","0","2020","A","",1,5,380829,0,0,1373,71405,"",4.58,0.09,0.11,0.00,0.00,1.13,1.13,"",0,0.0,0,0.0,56356,17.4,0,0.0,0,0.0,36,2.7,1875,2.7
"78030","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",0.83,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"78030","5","62","74","0","2020","A","",132,793,36419745,19767900,479557,884,45946,"",0.42,0.32,0.36,0.64,0.78,1.15,1.15,"",3,2.3,5,0.6,2723173,8.1,1268579,6.9,31511,7.0,61,7.4,3166,7.4
"C1018","5","62","44","0","2020","A","N",492,0,0,0,0,0,0,"N",0.68,0,0,0,0,0,0,"N",8,1.7,0,0,0,0,0,0,0,0,0,0,0,0
"C1038","5","62","44","0","2020","A","",585,4580,105057573,27481338,811237,441,22941,"",0.92,0.65,0.68,1.02,1.29,1.04,1.04,"",-9,-1.5,-104,-2.2,4445084,4.4,-528889,-1.9,-85402,-9.5,28,6.8,1462,6.8
"C1042","5","62","44","0","2020","A","",1886,48639,2498167046,284101444,4982362,988,51361,"",0.63,1.14,1.29,1.05,1.03,1.13,1.13,"",-17,-0.9,-1963,-3.9,49236048,2.0,-20380137,-6.7,-440871,-8.1,57,6.1,2965,6.1
"C1050","5","62","44","0","2020","A","",384,8910,474880587,52639654,478975,1025,53295,"",0.67,1.10,1.53,1.03,1.02,1.40,1.40,"",16,4.3,-489,-5.2,842718,0.2,-1407205,-2.6,-76126,-13.7,55,5.7,2858,5.7
"C1054","5","62","44","0","2020","A","",678,6168,270018802,77001315,1208026,842,43780,"",1.07,0.96,1.04,0.62,0.67,1.08,1.08,"",429,172.3,246,4.2,10952738,4.2,11661511,17.8,-26837,-2.2,1,0.1,34,0.1
"C1058","5","62","44","0","2020","A","",2263,63444,3348576046,319510991,5351336,1015,52780,"",0.57,1.09,1.06,0.86,0.76,0.97,0.97,"",-50,-2.2,-3004,-4.5,82595898,2.5,-6583068,-2.0,270090,5.3,70,7.4,3629,7.4
"C1074","5","62","44","0","2020","A","N",4669,0,0,0,0,0,0,"N",1.12,0,0,0,0,0,0,"N",242,5.5,0,0,0,0,0,0,0,0,0,0,0,0
"C1078","5","62","44","0","2020","A","N",576,0,0,0,0,0,0,"N",0.86,0,0,0,0,0,0,"N",7,1.2,0,0,0,0,0,0,0,0,0,0,0,0
"C1090","5","62","44","0","2020","A","",2870,62114,3840654012,360543825,9227819,1189,61833,"",0.88,1.32,1.66,0.98,0.95,1.26,1.26,"",-38,-1.3,-3380,-5.2,155427771,4.2,-12846328,-3.4,-3448602,-27.2,107,9.9,5564,9.9
"C1102","5","62","44","0","2020","A","",665,12039,593567486,78404898,2176083,948,49305,"",1.16,1.56,1.95,1.52,1.50,1.25,1.25,"",37,5.9,-255,-2.1,19197639,3.3,-999171,-1.3,-996619,-31.4,50,5.6,2585,5.5
"C1110","5","62","44","0","2020","A","",809,15451,796376086,158144129,1491780,991,51541,"",0.70,0.97,1.14,1.50,1.63,1.18,1.18,"",4,0.5,-381,-2.4,5296386,0.7,-690549,-0.4,-244686,-14.1,30,3.1,1573,3.1
"C1118","5","62","44","0","2020","A","",250,3950,213878100,78204509,271176,1041,54142,"",0.55,0.64,0.73,0.97,0.45,1.13,1.13,"",14,5.9,-229,-5.5,-64433,0.0,389758,0.5,947,0.4,56,5.7,2943,5.7
"C1126","5","62","44","0","2020","A","",1364,28855,1689858781,623840722,9363496,1126,58564,"",0.77,1.28,1.40,1.40,1.69,1.09,1.09,"",30,2.2,-791,-2.7,48208044,2.9,9999667,1.6,108394,1.2,61,5.7,3188,5.8
"C1146","5","62","44","0","2020","A","",1006,23804,1400025291,118874529,2230688,1131,58815,"",0.65,0.84,0.86,0.94,0.83,1.03,1.03,"",221,28.2,-1040,-4.2,-16003908,-1.1,537242,0.5,-59964,-2.6,35,3.2,1818,3.2
"C1150","5","62","44","0","2020","A","",358,3904,168513523,36429104,351095,830,43166,"",0.84,0.65,0.75,1.16,1.33,1.15,1.15,"",43,13.7,-203,-4.9,3602247,2.2,-870783,-2.3,-36606,-9.4,58,7.5,3008,7.5
"C1154","5","62","44","0","2020","A","N",841,0,0,0,0,0,0,"N",0.79,0,0,0,0,0,0,"N",57,7.3,0,0,0,0,0,0,0,0,0,0,0,0
"C1164","5","62","44","0","2020","A","",392,4522,105249887,32536079,848624,448,23274,"",1.07,0.95,1.07,1.75,2.11,1.14,1.14,"",2,0.5,-140,-3.0,-1928943,-1.8,-412607,-1.3,-67897,-7.4,6,1.4,286,1.2
"C1170","5","62","44","0","2020","A","N",1567,0,0,0,0,0,0,"N",0.60,0,0,0,0,0,0,"N",78,5.2,0,0,0,0,0,0,0,0,0,0,0,0
"C1202","5","62","44","0","2020","A","",649,12141,743699911,90969898,734878,1178,61257,"",0.75,1.02,1.49,1.32,1.33,1.46,1.46,"",30,4.8,-302,-2.4,40133088,5.7,1815711,2.0,-1204,-0.2,91,8.4,4712,8.3
"C1206","5","62","44","0","2020","A","",16292,284533,17163278479,2647778445,26930787,1160,60321,"",0.58,0.79,0.84,0.94,0.98,1.06,1.06,"",951,6.2,-10162,-3.4,441644489,2.6,1023540,0.0,-1067859,-3.8,69,6.3,3579,6.3
"C1210","5","62","44","0","2020","A","",1132,18073,1083956458,314699040,4837249,1153,59976,"",1.01,1.19,1.56,1.24,1.27,1.31,1.31,"",67,6.3,-1932,-9.7,-26130890,-2.4,-20115626,-6.0,-446722,-8.5,86,8.1,4485,8.1
"C1222","5","62","44","0","2020","A","",337,3756,161975472,35401163,390022,829,43120,"",0.60,0.47,0.53,0.80,0.98,1.14,1.14,"",34,11.2,-190,-4.8,5660015,3.6,894602,2.6,-10003,-2.5,67,8.8,3509,8.9
"C1226","5","62","44","0","2020","A","",1534,31320,1603720177,327680718,3619376,985,51204,"",0.76,1.01,1.14,1.39,1.71,1.14,1.14,"",114,8.0,-734,-2.3,60087956,3.9,-1672878,-0.5,-340794,-8.6,59,6.4,3047,6.3
"C1242","5","62","44","0","2020","A","",7108,103306,6008838015,969338330,11655666,1119,58165,"",0.65,0.71,0.67,0.95,0.86,0.94,0.94,"",371,5.5,-2063,-2.0,238515628,4.1,-13492879,-1.4,-439956,-3.6,66,6.3,3402,6.2
"C1254","5","62","44","0","2020","A","",8489,38109,1920042308,238915484,8557256,969,50382,"",2.33,0.86,0.97,0.87,0.78,1.13,1.13,"",748,9.7,171,0.5,120177049,6.7,10618383,4.7,-6063,-0.1,57,6.2,2939,6.2
"C1258","5","62","44","0","2020","A","",8429,200271,11931596532,1179263764,15201802,1146,59577,"",0.70,1.14,1.16,1.12,0.96,1.02,1.02,"",39,0.5,-11641,-5.5,147951203,1.3,-149672534,-11.3,-1701298,-10.1,77,7.2,3971,7.1
"C1262","5","62","44","0","2020","A","",527,14941,864034793,97451156,1425491,1112,57828,"",0.68,1.60,2.23,1.53,1.48,1.40,1.40,"",9,1.7,-575,-3.7,31124546,3.7,341944,0.4,-6298,-0.4,80,7.8,4147,7.7
"C1270","5","62","44","0","2020","A","",1163,14934,933938848,121681310,3088905,1203,62539,"",0.73,1.24,1.62,0.87,0.80,1.31,1.31,"",-5,-0.4,-1722,-10.3,-23264146,-2.4,-15959905,-11.6,-759088,-19.7,98,8.9,5070,8.8
"C1294","5","62","44","0","2020","A","",2607,45483,2331625255,296147835,3359036,986,51264,"",0.62,0.90,0.95,0.97,0.93,1.06,1.06,"",165,6.8,-1462,-3.1,108215865,4.9,-5801051,-1.9,-389369,-10.4,75,8.2,3902,8.2
"C1298","5","62","44","0","2020","A","",318,8434,434096625,61492015,1575917,990,51472,"",0.78,1.20,1.26,1.44,1.67,1.05,1.05,"",77,32.0,-778,-8.4,-13213455,-3.0,-6609721,-9.7,-201685,-11.3,56,6.0,2913,6.0
"C1302","5","62","44","0","2020","A","",281,5657,256233526,38690794,730178,871,45296,"",0.80,1.26,1.35,1.41,1.09,1.07,1.07,"",34,13.8,-435,-7.1,-2980900,-1.1,-631596,-1.6,-72997,-9.1,53,6.5,2748,6.5
"C1314","5","62","44","0","2020","A","",1093,19310,882995331,175773923,2238833,879,45728,"",0.78,0.92,0.85,1.20,0.80,0.93,0.93,"",-4,-0.4,-767,-3.8,-7482665,-0.8,-4574285,-2.5,-428422,-16.1,26,3.0,1374,3.1
"C1322","5","62","44","0","2020","A","",684,8202,361037750,84818353,1791823,846,44018,"",1.30,1.49,1.76,2.05,2.18,1.18,1.18,"",237,53.0,-110,-1.3,9014889,2.6,1389955,1.7,17367,1.0,32,3.9,1666,3.9
"C1338","5","62","44","0","2020","A","",1629,11912,627256382,252868424,1397582,1013,52658,"",1.24,0.99,1.14,0.99,0.68,1.15,1.15,"",275,20.3,-119,-1.0,27236365,4.5,30341331,13.6,31136,2.3,54,5.6,2787,5.6
"C1346","5","62","44","0","2020","A","",1295,13468,863678379,274193360,4178810,1233,64128,"",0.81,1.18,1.66,1.17,1.29,1.41,1.41,"",477,58.3,347,2.6,74617371,9.5,21411222,8.5,-357828,-7.9,77,6.7,3991,6.6
"C1374","5","62","44","0","2020","A","N",665,0,0,0,0,0,0,"N",0.55,0,0,0,0,0,0,"N",23,3.6,0,0,0,0,0,0,0,0,0,0,0,0
"C1378","5","62","44","0","2020","A","",536,15954,923181690,64632336,1075635,1113,57865,"",0.62,1.27,1.62,0.80,0.72,1.28,1.28,"",-5,-0.9,-791,-4.7,58140635,6.7,-2319406,-3.5,24705,2.4,120,12.1,6205,12.0
"C1382","5","62","44","0","2020","A","N",3553,0,0,0,0,0,0,"N",0.70,0,0,0,0,0,0,"N",468,15.2,0,0,0,0,0,0,0,0,0,0,0,0
"C1390","5","62","44","0","2020","A","",477,12886,749411731,148195952,387894,1118,58155,"",0.56,1.35,1.68,0.98,0.40,1.24,1.24,"",33,7.4,-129,-1.0,20487915,2.8,6729623,4.8,-191033,-33.0,41,3.8,2150,3.8
"C1398","5","62","44","0","2020","A","",893,7387,316468147,55852506,370805,824,42840,"",1.23,0.79,0.84,1.13,0.80,1.06,1.06,"",-30,-3.3,-149,-2.0,6588489,2.1,-2201861,-3.8,-42213,-10.2,33,4.2,1719,4.2
"C1401","5","62","44","0","2020","A","N",319,0,0,0,0,0,0,"N",0.52,0,0,0,0,0,0,"N",7,2.2,0,0,0,0,0,0,0,0,0,0,0,0
"C1402","5","62","44","0","2020","A","",358,10054,516197627,68681015,663165,987,51345,"",0.63,1.07,1.28,1.29,0.96,1.20,1.20,"N",13,3.8,0,0,0,0,0,0,0,0,0,0,0,0
"C1410","5","62","44","0","2020","A","",317,11295,854160728,35294445,921102,1454,75622,"",0.93,2.07,3.26,1.31,1.12,1.58,1.58,"",7,2.3,-103,-0.9,8060888,1.0,112018,0.3,-387344,-29.6,26,1.8,1388,1.9
"C1426","5","62","44","0","2020","A","",3421,47425,2374446458,838102287,5767153,963,50068,"",0.82,1.02,1.13,0.93,1.08,1.11,1.11,"",419,14.0,525,1.1,116044912,5.1,58161699,7.5,460353,8.7,37,4.0,1915,4.0
"C1446","5","62","44","0","2020","A","",38848,420998,27822619937,3480214231,85765457,1271,66087,"",1.35,1.20,1.01,0.84,0.88,0.84,0.84,"",1766,4.8,-24850,-5.6,468755266,1.7,-111009558,-3.1,-9129200,-9.6,91,7.7,4735,7.7
"C1450","5","62","44","0","2020","A","",1604,21659,1239182598,219346030,2702314,1100,57212,"",0.58,0.86,0.73,0.90,0.98,0.85,0.85,"",44,2.8,-1264,-5.5,29928873,2.5,-1226003,-0.6,-227143,-7.8,86,8.5,4460,8.5
"C1454","5","62","44","0","2020","A","",975,10385,476922261,88084290,1156876,883,45923,"",1.23,1.06,1.25,1.17,1.03,1.18,1.18,"",190,24.2,-34,-0.3,4704888,1.0,3221388,3.8,132064,12.9,11,1.3,601,1.3
"C1474","5","62","44","0","2020","A","",1787,11859,593273753,239893792,1345933,962,50029,"",1.45,0.97,0.93,1.29,1.05,0.96,0.96,"",262,17.2,-447,-3.6,30042236,5.3,31059694,14.9,117705,9.6,82,9.3,4261,9.3
"C1486","5","62","44","0","2020","A","",4371,62622,4031592735,633046140,17596457,1238,64380,"",0.70,1.17,0.90,1.14,1.19,0.77,0.77,"",1262,40.6,-2541,-3.9,138908132,3.6,-4377701,-0.7,-390456,-2.2,89,7.7,4642,7.8
"C1518","5","62","44","0","2020","A","",1026,39336,1184544133,356174710,4433400,579,30113,"",0.92,2.03,1.94,3.10,3.11,0.95,0.95,"",17,1.7,222,0.6,46242119,4.1,5933963,1.7,-61088,-1.4,19,3.4,1011,3.5
"C1526","5","62","44","0","2020","A","",290,5423,311935669,36145417,309222,1106,57524,"",0.55,0.96,1.43,1.01,1.03,1.48,1.48,"",11,3.9,-49,-0.9,4617926,1.5,332708,0.9,-30484,-9.0,26,2.4,1360,2.4
"C1538","5","62","44","0","2020","A","",3000,75260,3889361469,518319027,9192904,994,51679,"",0.61,1.09,1.18,1.03,0.98,1.08,1.08,"",35,1.2,-5744,-7.1,25933263,0.7,-14362989,-2.7,507451,5.8,77,8.4,3985,8.4
"C1550","5","62","44","0","2020","A","",407,10294,585854207,259872635,418823,1095,56914,"",0.66,1.23,1.76,2.10,0.87,1.44,1.44,"",41,11.2,-85,-0.8,-4351055,-0.7,1722059,0.7,44475,11.9,1,0.1,51,0.1
"C1554","5","62","44","0","2020","A","N",657,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,"N",13,2.0,0,0,0,0,0,0,0,0,0,0,0,0
"C1568","5","62","44","0","2020","A","",209,4008,252409352,29056432,316769,1211,62974,"",0.57,0.63,0.60,0.94,0.89,0.96,0.96,"",-1,-0.5,-256,-6.0,11813190,4.9,-1206941,-4.0,-29947,-8.6,126,11.6,6543,11.6
"C1594","5","62","44","0","2020","A","N",1036,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,"N",-22,-2.1,0,0,0,0,0,0,0,0,0,0,0,0
"C1598","5","62","44","0","2020","A","",2125,27733,1673685881,217659166,1239063,1161,60350,"",0.53,0.76,1.08,1.02,1.28,1.41,1.41,"",190,9.8,-382,-1.4,104857074,6.7,1477376,0.7,-40377,-3.2,88,8.2,4550,8.2
"C1602","5","62","44","0","2020","A","",878,10163,517677752,58459951,561554,980,50937,"",1.64,1.70,2.29,1.43,1.82,1.35,1.35,"",-6,-0.7,-393,-3.7,12225367,2.4,-183889,-0.3,-36766,-6.1,59,6.4,3056,6.4
"C1606","5","62","44","0","2020","A","",237,8798,502577447,63007349,1034956,1099,57127,"",0.56,1.25,1.82,1.31,1.37,1.45,1.45,"",-1,-0.4,-151,-1.7,17272778,3.6,666194,1.1,-117447,-10.2,56,5.4,2898,5.3
"C1618","5","62","44","0","2020","A","",231,4731,287041324,83328665,1307572,1167,60667,"",0.68,1.15,1.46,1.52,1.64,1.27,1.27,"",4,1.8,185,4.1,24400019,9.3,7109862,9.3,76603,6.2,56,5.0,2892,5.0
"C1622","5","62","44","0","2020","A","",480,5854,329503856,110198603,803361,1082,56289,"",0.80,1.14,1.47,1.37,1.12,1.29,1.29,"",-8,-1.6,0,0.0,5239834,1.6,1904032,1.8,-29676,-3.6,17,1.6,896,1.6
